epoch,train_loss
689,0.002004
690,0.002097
691,0.002130
692,0.002144
693,0.002030
694,0.001927
695,0.001938
696,0.001928
697,0.002119
698,0.001997
699,0.002105
700,0.001820
701,0.002036
702,0.002057
703,0.001959
704,0.001754
705,0.001985
706,0.002016
707,0.001908
708,0.001880
709,0.001741
710,0.001902
711,0.001724
712,0.001743
713,0.001936
714,0.001840
715,0.002126
716,0.001641
717,0.001774
718,0.001846
719,0.001808
720,0.001737
721,0.001808
722,0.002108
723,0.001871
724,0.001726
725,0.001760
726,0.001762
727,0.001951
728,0.001732
729,0.001983
730,0.001708
731,0.001700
732,0.001828
733,0.001856
734,0.001746
735,0.001985
736,0.001726
737,0.001889
738,0.001813
739,0.001797
740,0.001781
741,0.001698
742,0.001588
743,0.001727
744,0.001764
745,0.001675
746,0.001706
747,0.001697
748,0.001602
749,0.001660
750,0.001817
751,0.001693
752,0.001769
753,0.001578
754,0.001600
755,0.001766
756,0.001617
757,0.001684
758,0.001820
759,0.001702
760,0.001721
761,0.001588
762,0.001738
763,0.001753
764,0.001706
765,0.001459
766,0.001628
767,0.001606
768,0.001658
769,0.001709
770,0.001616
771,0.001527
772,0.001736
773,0.001684
774,0.001711
775,0.001716
776,0.001761
777,0.001499
778,0.001565
779,0.001716
780,0.001721
781,0.001527
782,0.001588
783,0.001645
784,0.001688
785,0.001545
786,0.001597
787,0.001628
788,0.001596
789,0.001756
790,0.001668
791,0.001623
792,0.001598
793,0.001646
794,0.001607
795,0.001579
796,0.001464
797,0.001684
798,0.001586
799,0.001698
