epoch,lr,train_loss,train_action_mse_error,val_loss,train_mean_score
83,9.747170360383992e-05,0.023871436737300383,,,
84,9.740945761880993e-05,0.02385413056306009,,,
85,9.734647505096979e-05,0.02267853163981012,244.78387451171875,0.04830847680568695,
86,9.72827568788558e-05,0.022213718920413936,,,
87,9.721830409243312e-05,0.022304656405356667,,,
88,9.715311769308031e-05,0.022638535110412965,,,
89,9.70871986935738e-05,0.02295275714381465,,,
90,9.702054811807215e-05,0.023132616038700298,303.7451477050781,0.04979883134365082,
91,9.695316700210013e-05,0.021644124716875098,,,
92,9.688505639253267e-05,0.022045436165561632,,,
93,9.681621734757854e-05,0.021989993102449392,,,
94,9.674665093676392e-05,0.021446583997679965,,,
95,9.667635824091585e-05,0.021940125213448135,266.4145202636719,0.05270274728536606,
96,9.660534035214537e-05,0.020763522762406086,,,
97,9.653359837383051e-05,0.020298846440190182,,,
98,9.646113342059929e-05,0.020316474258877514,,,
99,9.638794661831226e-05,0.020503202724891405,,,
100,9.631403910404509e-05,0.021235578510511135,226.24351501464844,0.05112819746136665,0.8365961496820361
101,9.623941202607085e-05,0.020959170108350616,,,
102,9.616406654384225e-05,0.020570055781198398,,,
103,9.608800382797356e-05,0.02011935587229562,,,
104,9.601122506022237e-05,0.021165815456437746,,,
105,9.593373143347141e-05,0.020503334141158985,187.84100341796875,0.054243303835392,
106,9.585552415170982e-05,0.01983670979583015,,,
107,9.577660443001457e-05,0.02014570279667775,,,
108,9.56969734945315e-05,0.019094134725275495,,,
109,9.561663258245635e-05,0.01894452609676158,,,
110,9.553558294201547e-05,0.01882823111788769,184.47889709472656,0.05382046103477478,
111,9.545382583244649e-05,0.019955308730935768,,,
112,9.537136252397867e-05,0.02001400391981449,,,
113,9.528819429781326e-05,0.01980691176972219,,,
114,9.520432244610351e-05,0.018656261331800903,,,
115,9.511974827193468e-05,0.019450003322812597,181.21139526367188,0.05587450787425041,
116,9.50344730893037e-05,0.018743326477262946,,,
117,9.494849822309886e-05,0.019650283083874023,,,
118,9.486182500907909e-05,0.017990825337446517,,,
119,9.477445479385337e-05,0.019045890771806063,,,
120,9.468638893485967e-05,0.020217385788869467,282.8900146484375,0.05377982184290886,
121,9.459762880034394e-05,0.018503864875085475,,,
122,9.450817576933879e-05,0.017806505830126947,,,
123,9.441803123164214e-05,0.01865120391483374,,,
124,9.432719658779561e-05,0.017734012882491306,,,
125,9.423567324906264e-05,0.018864829187458826,173.18849182128906,0.05748992785811424,
126,9.414346263740676e-05,0.018980469751460033,,,
127,9.40505661854694e-05,0.017457485789366598,,,
128,9.395698533654751e-05,0.01749346815493135,,,
129,9.386272154457141e-05,0.01795059456101929,,,
130,9.376777627408195e-05,0.0193371936107897,141.10928344726562,0.05547301843762398,
131,9.36721510002079e-05,0.018176560600598652,,,
132,9.357584720864296e-05,0.01779007882301119,,,
133,9.347886639562271e-05,0.01799665211001411,,,
134,9.338121006790135e-05,0.017242528819700793,,,
135,9.328287974272834e-05,0.017597278921000128,161.9896240234375,0.06003348156809807,
136,9.31838769478247e-05,0.01756121678322199,,,
137,9.308420322135946e-05,0.01807764192233749,,,
138,9.298386011192557e-05,0.017365274939774758,,,
139,9.288284917851598e-05,0.017289648492199678,,,
140,9.278117199049933e-05,0.018747671537788675,134.41619873046875,0.05559820309281349,
141,9.267883012759566e-05,0.01645583312659125,,,
142,9.257582517985178e-05,0.01686428456256787,,,
143,9.247215874761657e-05,0.01673917861245129,,,
144,9.236783244151621e-05,0.01772501655033834,,,
145,9.226284788242905e-05,0.017598575075334383,152.8465576171875,0.057461291551589966,
146,9.215720670146045e-05,0.017140241422956542,,,
147,9.205091053991751e-05,0.016182776670792095,,,
148,9.194396104928347e-05,0.01683359863957213,,,
149,9.18363598911921e-05,0.01721913953466962,,,
150,9.172810873740192e-05,0.015451710127914945,121.64566040039062,0.06094953790307045,0.8623396263717796
151,9.161920926977015e-05,0.016286463365845737,,,
152,9.150966318022662e-05,0.016708523112659652,,,
153,9.139947217074748e-05,0.016075647064662052,,,
154,9.128863795332878e-05,0.017349936250996376,,,
155,9.117716224995983e-05,0.01637366737815596,103.20873260498047,0.06235796585679054,
156,9.106504679259646e-05,0.016605854300515994,,,
157,9.095229332313411e-05,0.0167902185293358,,,
158,9.083890359338082e-05,0.015806128027006275,,,
159,9.072487936502991e-05,0.016386629198677838,,,
160,9.061022240963268e-05,0.01598700937271739,151.57354736328125,0.06262850016355515,
161,9.04949345085709e-05,0.016603286461239413,,,
162,9.037901745302905e-05,0.015722675276698454,,,
163,9.02624730439666e-05,0.015072506292545725,,,
164,9.014530309208993e-05,0.015533804020378739,,,
165,9.002750941782427e-05,0.015163718556453074,108.72764587402344,0.06679758429527283,
166,8.990909385128541e-05,0.01624410323953877,,,
167,8.979005823225117e-05,0.015362065534905664,,,
168,8.967040441013296e-05,0.01572817196193639,,,
169,8.955013424394695e-05,0.01625087348345135,,,
170,8.942924960228522e-05,0.015418401484133764,103.84588623046875,0.061359576880931854,
171,8.930775236328673e-05,0.015074790192080573,,,
172,8.918564441460812e-05,0.014856604174599938,,,
173,8.90629276533944e-05,0.014711226627696306,,,
174,8.893960398624947e-05,0.015077509989385448,,,
175,8.881567532920649e-05,0.01522360007012529,101.56864929199219,0.06852114945650101,
176,8.869114360769814e-05,0.015398137723206588,,,
177,8.856601075652668e-05,0.014923766305271004,,,
178,8.844027871983387e-05,0.015564546133169816,,,
179,8.83139494510708e-05,0.015161835361227748,,,
180,8.818702491296756e-05,0.015024504105981794,113.46006774902344,0.06639259308576584,
181,8.805950707750267e-05,0.014482775636549507,,,
182,8.79313979258725e-05,0.01525889015534804,,,
183,8.780269944846052e-05,0.013480660056562297,,,
184,8.767341364480623e-05,0.014690330110689891,,,
185,8.754354252357431e-05,0.015390806260430032,130.63853454589844,0.06859537214040756,
186,8.741308810252321e-05,0.014585208976530425,,,
187,8.728205240847396e-05,0.014536175804789223,,,
188,8.715043747727854e-05,0.014352569648984908,,,
189,8.701824535378839e-05,0.01288255980970072,,,
190,8.68854780918225e-05,0.013853485183235967,81.5823974609375,0.07313201576471329,
191,8.67521377541356e-05,0.013342212633385012,,,
192,8.661822641238609e-05,0.01443328658240803,,,
193,8.648374614710381e-05,0.014588538393755221,,,
194,8.634869904765783e-05,0.014569805696650985,,,
195,8.621308721222381e-05,0.013745762926105055,83.90467071533203,0.0676751583814621,
196,8.607691274775155e-05,0.014535707004445916,,,
197,8.594017776993219e-05,0.013749786261801742,,,
198,8.580288440316536e-05,0.014201774594507046,,,
199,8.566503478052617e-05,0.014411252055738476,,,
200,8.552663104373209e-05,0.013449121130785594,115.75345611572266,0.07044097781181335,0.9057074604160066
201,8.538767534310959e-05,0.014361891776345493,,,
202,8.524816983756083e-05,0.013700938927719281,,,
203,8.510811669453011e-05,0.014702344928602023,,,
204,8.496751808997011e-05,0.013771722838836944,,,
205,8.482637620830819e-05,0.014290995927738203,88.21206665039062,0.06716618686914444,
206,8.468469324241235e-05,0.013489266275428236,,,
207,8.454247139355726e-05,0.013089524496102794,,,
208,8.439971287139001e-05,0.013937925286535617,,,
209,8.425641989389572e-05,0.013850463715027132,,,
210,8.411259468736319e-05,0.01365432754114625,69.17182159423828,0.07010543346405029,
211,8.396823948635026e-05,0.01402951114799916,,,
212,8.382335653364908e-05,0.013852654485076311,,,
213,8.367794808025129e-05,0.012875817614951216,,,
214,8.3532016385313e-05,0.012968801526031234,,,
215,8.33855637161198e-05,0.014389871605782815,71.9747085571289,0.07255642861127853,
216,8.32385923480514e-05,0.012782269609271594,,,
217,8.309110456454635e-05,0.013079092047909009,,,
218,8.294310265706653e-05,0.013092229282760638,,,
219,8.279458892506162e-05,0.013240035900491335,,,
220,8.264556567593329e-05,0.012412971682525017,117.8575439453125,0.07451113313436508,
221,8.249603522499941e-05,0.012571066854954032,,,
222,8.234599989545802e-05,0.012781917100905307,,,
223,8.219546201835128e-05,0.012908238202466496,,,
224,8.204442393252925e-05,0.012679778408103934,,,
225,8.189288798461351e-05,0.013224807110548551,73.89608764648438,0.07406255602836609,
226,8.174085652896084e-05,0.0128761032052959,,,
227,8.15883319276264e-05,0.012513252967480747,,,
228,8.143531655032722e-05,0.012670253298156672,,,
229,8.128181277440538e-05,0.01163380226491773,,,
230,8.112782298479094e-05,0.01314994727588436,73.3314208984375,0.0821261778473854,
231,8.097334957396506e-05,0.012762928930377322,,,
232,8.081839494192264e-05,0.012481409291337644,,,
233,8.066296149613524e-05,0.012982862017538753,,,
234,8.050705165151346e-05,0.013031309185039607,,,
235,8.035066783036963e-05,0.011872630189394667,93.38782501220703,0.08123926818370819,
236,8.019381246238e-05,0.011277250000386544,,,
237,8.00364879845471e-05,0.012713311600410157,,,
238,7.987869684116184e-05,0.012797038810926356,,,
239,7.972044148376552e-05,0.012448690740192043,,,
240,7.956172437111175e-05,0.011980171083927243,92.96752166748047,0.08108477294445038,
241,7.94025479691283e-05,0.012314301721441248,,,
242,7.924291475087871e-05,0.012067184694820926,,,
243,7.908282719652391e-05,0.01186825739014672,,,
244,7.892228779328367e-05,0.011731402317915732,,,
245,7.876129903539798e-05,0.012212894209716026,59.95334243774414,0.07465065270662308,
246,7.85998634240883e-05,0.011176582831900478,,,
247,7.84379834675186e-05,0.011460226202394725,,,
248,7.827566168075659e-05,0.011547075451484748,,,
249,7.811290058573446e-05,0.012152761726784297,,,
250,7.794970271120976e-05,0.01161384904463332,59.50148010253906,0.08125266432762146,0.8396042414236408
251,7.778607059272615e-05,0.011886503710965848,,,
252,7.762200677257397e-05,0.011580230227471995,,,
253,7.74575137997507e-05,0.011898394462020536,,,
254,7.729259422992147e-05,0.012472406514765074,,,
255,7.712725062537924e-05,0.011502260131584037,88.09767150878906,0.07512692362070084,
256,7.696148555500507e-05,0.011702652732353835,,,
257,7.679530159422812e-05,0.012165345988857249,,,
258,7.662870132498577e-05,0.0104948971212642,,,
259,7.646168733568338e-05,0.011333737461384209,,,
260,7.62942622211541e-05,0.011635232787479513,57.23822784423828,0.07938558608293533,
261,7.612642858261862e-05,0.011756531385582917,,,
262,7.59581890276447e-05,0.01045194485673814,,,
263,7.578954617010667e-05,0.01193399503383608,,,
264,7.562050263014482e-05,0.011726105986218456,,,
265,7.545106103412469e-05,0.011192881237504827,56.96985626220703,0.07945641130208969,
266,7.528122401459625e-05,0.011005092456582048,,,
267,7.511099421025304e-05,0.010418996720718929,,,
268,7.494037426589113e-05,0.011202181667266857,,,
269,7.476936683236809e-05,0.011017647081254316,,,
270,7.45979745665617e-05,0.010489560403151526,50.29734802246094,0.07746163010597229,
271,7.442620013132877e-05,0.011646603379631415,,,
272,7.425404619546373e-05,0.009968215035596154,,,
273,7.408151543365715e-05,0.010609465655371813,,,
274,7.390861052645423e-05,0.010144859940434495,,,
275,7.373533416021312e-05,0.010652320211409546,47.55625915527344,0.08261557668447495,
276,7.356168902706317e-05,0.01153540629560926,,,
277,7.338767782486313e-05,0.01098912079829634,,,
278,7.32133032571592e-05,0.01109003834842172,,,
279,7.303856803314313e-05,0.012222059234599805,,,
280,7.286347486760998e-05,0.010598822427536583,44.20624542236328,0.08705338835716248,
281,7.268802648091604e-05,0.011323910957712326,,,
282,7.251222559893649e-05,0.010374039920168884,,,
283,7.233607495302319e-05,0.010502672122259225,,,
284,7.215957727996207e-05,0.010966811676986427,,,
285,7.198273532193072e-05,0.010286033145218556,63.364723205566406,0.08633041381835938,
286,7.180555182645574e-05,0.01068588474576938,,,
287,7.16280295463701e-05,0.010693703930536728,,,
288,7.145017123977029e-05,0.01055540056993431,,,
289,7.127197966997358e-05,0.010205763565387488,,,
290,7.109345760547495e-05,0.010721575019748084,46.87525177001953,0.07891394942998886,
291,7.091460781990421e-05,0.010452371304078648,,,
292,7.073543309198283e-05,0.010655320102592842,,,
293,7.055593620548077e-05,0.010601057131896682,,,
294,7.037611994917327e-05,0.011181536442433884,,,
295,7.019598711679748e-05,0.010759551944266562,41.29686737060547,0.08667527139186859,
296,7.001554050700909e-05,0.009745068031146989,,,
297,6.983478292333883e-05,0.010636770285643814,,,
298,6.965371717414888e-05,0.010550010504500409,,,
299,6.947234607258932e-05,0.00994527805180821,,,
300,6.929067243655432e-05,0.00994321448074299,45.80211639404297,0.0865144357085228,0.9902560890634078
301,6.910869908863846e-05,0.01018895350612833,,,
302,6.892642885609283e-05,0.009996386968331146,,,
303,6.874386457078109e-05,0.009559601746288882,,,
304,6.856100906913545e-05,0.010152552932378881,,,
305,6.83778651921127e-05,0.009683474873392177,45.68360137939453,0.08108754456043243,
306,6.819443578514998e-05,0.010263097749668219,,,
307,6.80107236981206e-05,0.00948998062328125,,,
308,6.782673178528975e-05,0.009388449100134451,,,
309,6.764246290527021e-05,0.010157508437433058,,,
310,6.745791992097787e-05,0.009866446212288878,46.49658203125,0.08522029966115952,
311,6.727310569958726e-05,0.009212897732920413,,,
312,6.708802311248703e-05,0.009605862873805953,,,
313,6.690267503523531e-05,0.00973765055615721,,,
314,6.67170643475151e-05,0.01009701068895603,,,
315,6.653119393308943e-05,0.009882838307281159,46.3175163269043,0.08754517138004303,
316,6.634506667975664e-05,0.009563148183154962,,,
317,6.615868547930541e-05,0.009149664242397108,,,
318,6.597205322747002e-05,0.009054819339542605,,,
319,6.578517282388512e-05,0.009733495651744306,,,
320,6.559804717204088e-05,0.008902297177839847,37.705501556396484,0.08602342009544373,
321,6.541067917923778e-05,0.009198397402152685,,,
322,6.522307175654143e-05,0.009511464835321974,,,
323,6.503522781873739e-05,0.00922207112862019,,,
324,6.484715028428588e-05,0.009963978554532375,,,
325,6.465884207527641e-05,0.008932117055380894,43.18815994262695,0.09378154575824738,
326,6.44703061173824e-05,0.009516148212631899,,,
327,6.428154533981572e-05,0.008858333023021086,,,
328,6.409256267528115e-05,0.009426841738223586,,,
329,6.390336105993087e-05,0.008858341108342367,,,
330,6.37139434333188e-05,0.0088278316349412,42.12537384033203,0.09176219254732132,
331,6.3524312738355e-05,0.009286027087087166,,,
332,6.33344719212598e-05,0.00887949814205058,,,
333,6.314442393151819e-05,0.009628560358015377,,,
334,6.29541717218339e-05,0.0089147006053411,,,
335,6.276371824808355e-05,0.009124619883507313,38.630470275878906,0.09617872536182404,
336,6.257306646927072e-05,0.008752987628603088,,,
337,6.238221934747996e-05,0.009514114804222203,,,
338,6.219117984783084e-05,0.009176871661717692,,,
339,6.19999509384318e-05,0.008143397778483285,,,
340,6.180853559033409e-05,0.008839485789177984,40.960121154785156,0.08897960931062698,
341,6.161693677748553e-05,0.008711073217758289,,,
342,6.142515747668442e-05,0.0088272260659973,,,
343,6.123320066753324e-05,0.00875873159384355,,,
344,6.104106933239226e-05,0.008704993972233274,,,
345,6.084876645633343e-05,0.008725353707892023,29.63848304748535,0.10367502272129059,
346,6.0656295027093755e-05,0.008661482340401216,,,
347,6.046365803502905e-05,0.009294063028868376,,,
348,6.027085847306737e-05,0.008427222712530888,,,
349,6.007789933666259e-05,0.0090429276121237,,,
350,5.988478362374785e-05,0.008471945892476166,31.0338134765625,0.09092587977647781,0.8925313203394261
351,5.96915143346889e-05,0.008771528695000424,,,
352,5.9498094472237594e-05,0.008135738171404228,,,
353,5.930452704148519e-05,0.008182131340228287,,,
354,5.911081504981562e-05,0.008529432494902895,,,
355,5.8916961506858815e-05,0.009024805802341905,27.511844635009766,0.10041532665491104,
356,5.872296942444398e-05,0.008526390650547996,,,
357,5.852884181655267e-05,0.00819029874401167,,,
358,5.833458169927217e-05,0.008550628876989885,,,
359,5.8140192090748394e-05,0.00855293202108615,,,
360,5.794567601113916e-05,0.008595899964261446,35.34760665893555,0.10002260655164719,
361,5.775103648256724e-05,0.00769512322343265,,,
362,5.755627652907336e-05,0.00875592422727052,,,
363,5.736139917656924e-05,0.008243782267007711,,,
364,5.7166407452790604e-05,0.008114857854144205,,,
365,5.697130438725009e-05,0.008123560505087621,33.785579681396484,0.09956562519073486,
366,5.6776093011190255e-05,0.007533766685463931,,,
367,5.6580776357536395e-05,0.007735997230546283,,,
368,5.6385357460849464e-05,0.008389084143952156,,,
369,5.6189839357278973e-05,0.008238259542156897,,,
370,5.5994225084515716e-05,0.008875563789929618,24.900001525878906,0.0974455252289772,
371,5.5798517681744663e-05,0.007576164657837667,,,
372,5.560272018959771e-05,0.008166714425897226,,,
373,5.540683565010643e-05,0.008022022136997077,,,
374,5.5210867106654804e-05,0.008665475054710572,,,
375,5.501481760393199e-05,0.00824675548522334,34.606388092041016,0.10733447223901749,
376,5.4818690187884935e-05,0.008125105008643697,,,
377,5.4622487905671126e-05,0.007822347660770728,,,
378,5.442621380561121e-05,0.008240552824212327,,,
379,5.4229870937141625e-05,0.008195649623216707,,,
380,5.403346235076727e-05,0.007550860673377645,23.293546676635742,0.10473355650901794,
381,5.383699109801403e-05,0.007828265583070572,,,
382,5.364046023138148e-05,0.007865175491176723,,,
383,5.3443872804295326e-05,0.00772790223154949,,,
384,5.324723187106008e-05,0.007123060549409794,,,
385,5.305054048681153e-05,0.00751478499123117,22.819583892822266,0.09828093647956848,
386,5.285380170746932e-05,0.007744072244912829,,,
387,5.2657018589689434e-05,0.007659992332004809,,,
388,5.2460194190816757e-05,0.008156565869631734,,,
389,5.226333156883753e-05,0.007606759189262188,,,
390,5.2066433782331824e-05,0.007908345547288522,22.140037536621094,0.10312220454216003,
391,5.1869503890426076e-05,0.008437368680634313,,,
392,5.1672544952745536e-05,0.007970915985338035,,,
393,5.147556002936672e-05,0.0072512009806121654,,,
394,5.1278552180769864e-05,0.007288798548480762,,,
395,5.1081524467791375e-05,0.006977073801819989,22.113346099853516,0.10438276082277298,
396,5.0884479951576335e-05,0.007022261149055946,,,
397,5.068742169353085e-05,0.007741142462085311,,,
398,5.049035275527453e-05,0.007544518424159226,,,
399,5.029327619859293e-05,0.006803495766473047,,,
400,5.0096195085389964e-05,0.007002584720058145,24.104537963867188,0.10990383476018906,0.9489776154062178
401,4.989911247764035e-05,0.007707468331015359,,,
402,4.970203143734201e-05,0.007282616426458671,,,
403,4.950495502646851e-05,0.007525830359164891,,,
404,4.9307886306921505e-05,0.007316103947925426,,,
405,4.911082834048316e-05,0.0076137417456179505,36.2163200378418,0.1055406704545021,
406,4.891378418876856e-05,0.007237125481229408,,,
407,4.871675691317815e-05,0.007573607155964488,,,
408,4.851974957485019e-05,0.00716352599487263,,,
409,4.832276523461317e-05,0.007177152424230285,,,
410,4.812580695293828e-05,0.006881733549692269,25.18364143371582,0.10332339257001877,
411,4.792887778989183e-05,0.007328656023240737,,,
412,4.773198080508776e-05,0.007325466026529847,,,
413,4.753511905764003e-05,0.006985145851060571,,,
414,4.733829560611515e-05,0.00680565803971452,,,
415,4.7141513508484623e-05,0.007143737075412424,16.883304595947266,0.11028431355953217,
416,4.694477582207749e-05,0.007279266276219417,,,
417,4.674808560353275e-05,0.0066051060642902965,,,
418,4.655144590875194e-05,0.006728608370481413,,,
419,4.635485979285161e-05,0.006420041175304158,,,
420,4.6158330310115896e-05,0.006525215633224607,23.69272804260254,0.10723240673542023,
421,4.596186051394901e-05,0.006692103172619162,,,
422,4.576545345682788e-05,0.006665327921620614,,,
423,4.5569112190254655e-05,0.0066622847669003974,,,
424,4.537283976470933e-05,0.0071382637820317455,,,
425,4.517663922960233e-05,0.006928450260255929,23.169410705566406,0.10619554668664932,
426,4.498051363322716e-05,0.007031287774831678,,,
427,4.478446602271302e-05,0.006756322520751772,,,
428,4.458849944397749e-05,0.006296141011435317,,,
429,4.4392616941679165e-05,0.0064506585608580195,,,
430,4.419682155917041e-05,0.006005851611483931,19.290752410888672,0.10932682454586029,
431,4.4001116338449997e-05,0.006291485813562758,,,
432,4.380550432011593e-05,0.006700508822437509,,,
433,4.360998854331815e-05,0.00628332193134286,,,
434,4.341457204571131e-05,0.0065527121408931206,,,
435,4.3219257863407636e-05,0.006479902431324479,15.415345191955566,0.11498081684112549,
436,4.302404903092968e-05,0.0061957420991911065,,,
437,4.2828948581163255e-05,0.006296562564481671,,,
438,4.263395954531023e-05,0.005926096160519158,,,
439,4.243908495284151e-05,0.006929925471749378,,,
440,4.2244327831449925e-05,0.006332661146492076,21.52288818359375,0.12019310891628265,
441,4.2049691207003204e-05,0.006642010013040688,,,
442,4.185517810349695e-05,0.006652426858809555,,,
443,4.166079154300769e-05,0.0063805176690775196,,,
444,4.146653454564588e-05,0.006116710530477576,,,
445,4.127241012950901e-05,0.006194494204551336,23.11615753173828,0.1170002669095993,
446,4.1078421310634704e-05,0.0060206572213376474,,,
447,4.088457110295387e-05,0.0064100495787681126,,,
448,4.069086251824385e-05,0.006126225258672743,,,
449,4.049729856608166e-05,0.00580431493428824,,,
450,4.03038822537972e-05,0.006253201112918933,22.25698471069336,0.12099654972553253,0.9356575189075
451,4.011061658642657e-05,0.006349081404983909,,,
452,3.991750456666532e-05,0.0062604077843605496,,,
453,3.972454919482187e-05,0.005996752703573466,,,
454,3.953175346877084e-05,0.005827791704740818,,,
455,3.9339120383906515e-05,0.006033086694688315,21.821016311645508,0.1161799505352974,
456,3.914665293309624e-05,0.005760063395081531,,,
457,3.895435410663401e-05,0.005763127970913913,,,
458,3.8762226892193956e-05,0.005859229670022614,,,
459,3.857027427478395e-05,0.005624656989571771,,,
460,3.837849923669917e-05,0.00561026102583301,22.990737915039062,0.11482466757297516,
461,3.818690475747587e-05,0.005842600046196908,,,
462,3.7995493813845e-05,0.005861046811332926,,,
463,3.780426937968596e-05,0.006048128423918527,,,
464,3.761323442598049e-05,0.005649615699353273,,,
465,3.7422391920766384e-05,0.005914163115362282,19.273603439331055,0.11349385231733322,
466,3.723174482909147e-05,0.005912427754776131,,,
467,3.704129611296749e-05,0.005756656339231302,,,
468,3.6851048731324115e-05,0.005616804025651488,,,
469,3.666100563996293e-05,0.005365669636549207,,,
470,3.64711697915116e-05,0.005788475837713729,16.281524658203125,0.12099863588809967,
471,3.6281544135377856e-05,0.0053269027065696375,,,
472,3.6092131617703816e-05,0.0056583661353215575,,,
473,3.5902935181320115e-05,0.005617140785380755,,,
474,3.571395776570023e-05,0.006139132124926185,,,
475,3.5525202306914754e-05,0.00572323262340866,22.258338928222656,0.12446451187133789,
476,3.533667173758588e-05,0.0054504347062902525,,,
477,3.514836898684175e-05,0.005376471489961702,,,
478,3.496029698027096e-05,0.005257727619859257,,,
479,3.477245863987713e-05,0.005140511956553729,,,
480,3.458485688403354e-05,0.005637986679045882,18.71821403503418,0.12265609204769135,
481,3.43974946274377e-05,0.005244443756445045,,,
482,3.42103747810661e-05,0.005443351417419589,,,
483,3.402350025212903e-05,0.0054252468364124765,,,
484,3.3836873944025356e-05,0.005442529457338553,,,
485,3.3650498756297437e-05,0.005177840888444777,14.137025833129883,0.12750770151615143,
486,3.346437758458606e-05,0.005791174711443351,,,
487,3.327851332058547e-05,0.005401193887034121,,,
488,3.309290885199843e-05,0.005681973733035626,,,
489,3.290756706249137e-05,0.0053184433664206325,,,
490,3.2722490831649565e-05,0.005304081759753726,14.94491195678711,0.12013842165470123,
491,3.253768303493241e-05,0.004918207137961872,,,
